mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,cystein_framework,pharmacological_family,evidence
P07359,P07359|Vx193 precursor|Conus vexillum|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07361,P07361|Vx194 precursor|Conus vexillum|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07363,P07363|Vx195 precursor|Conus vexillum|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07365,P07365|Vx1 precrusor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07367,P07367|Vx199 precursor|Conus vexillum|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,M superfamily,,,nucleic acid level
P07369,P07369|Vx200 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07371,P07371|Vx201 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07372,P07372|Vx205 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07373,P07373|Vx207 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07375,P07375|Vx202 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07377,P07377|Vx203 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07379,P07379|Vx204 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07381,P07381|Vx206 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07383,P07383|Vx208 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07385,P07385|Vx209 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07387,P07387|Vx210 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07389,P07389|Vx211 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07391,P07391|Vx212 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07393,P07393|Vx213 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07395,P07395|Vx216 precursor|Conus vexillum|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P07396,P07396|Vx218 precursor|Conus vexillum|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P07398,P07398|Vx219 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07400,P07400|Conantokin-SuA precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07402,P07402|Conantokin-SuB precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07404,P07404|Conantokin-SuC precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07406,P07406|Conantokin-SuD precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07408,P07408|Conantokin-SuE precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07428,P07428|Vi6.2 precursor|Conus virgo|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus virgo,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07429,P07429|Vi6.4 precursor|Conus virgo|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus virgo,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07430,P07430|Tr6.2 precursor|Conus terebra|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus terebra,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07431,P07431|Tr6.3 precursor|Conus terebra|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus terebra,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07432,P07432|Kt6.1 precursor|Conus kintoki|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus kintoki,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07476,P07476|Amz1.10 precursor|Conus andremenezi|Precursor|conotoxin|||I|nucleic acid level,Conus andremenezi,Precursor,conotoxin,,,I,nucleic acid level
P07478,P07478|Amz1.2 precursor|Conus andremenezi|Precursor|conotoxin|||I|nucleic acid level,Conus andremenezi,Precursor,conotoxin,,,I,nucleic acid level
P07481,P07481|Lt1.3 precursor|Conus litteratus|Precursor|conotoxin|||I|nucleic acid level,Conus litteratus,Precursor,conotoxin,,,I,nucleic acid level
P07526,P07526|TsIIIA precursor|Conus tessulatus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07669,P07669|Ca1.8 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07670,P07670|Ca1.9 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07671,P07671|Ca1.10 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07672,P07672|Ca1.11 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07673,P07673|Ca1.12 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P07674,P07674|Ca-9 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P07675,P07675|Ca-10 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P07676,P07676|Ca-11 precursor|Conus caracteristicus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P07677,P07677|Conantokin-Ca1 precursor|Conus caracteristicus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07678,P07678|Conantokin-Ca2 precursor|Conus caracteristicus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P07680,P07680|Ca20.1 precursor|Conus caracteristicus|Precursor|conotoxin|D superfamily||XX|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,D superfamily,,XX,nucleic acid level
P07681,P07681|Ca15.1 precursor|Conus caracteristicus|Precursor|conotoxin|D superfamily||XV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,D superfamily,,XV,nucleic acid level
P07682,P07682|Ca11.1 precursor|Conus caracteristicus|Precursor|conotoxin|I1 superfamily||XI|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I1 superfamily,,XI,nucleic acid level
P07683,P07683|Ca12.1 precursor|Conus caracteristicus|Precursor|conotoxin|I2 superfamily||XII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,,XII,nucleic acid level
P07684,P07684|Ca12.2 precursor|Conus caracteristicus|Precursor|conotoxin|I2 superfamily||XII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,,XII,nucleic acid level
P07685,P07685|Ca12.3 precursor|Conus caracteristicus|Precursor|conotoxin|I2 superfamily||XII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,,XII,nucleic acid level
P07686,P07686|Ca12.4 precursor|Conus caracteristicus|Precursor|conotoxin|I2 superfamily||XII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,,XII,nucleic acid level
P07687,P07687|Ca11.2 precursor|Conus caracteristicus|Precursor|conotoxin|I2 superfamily||XI|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,,XI,nucleic acid level
P07688,P07688|Ca6.3 precursor|Conus caracteristicus|Precursor|conotoxin|I2 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,,VI/VII,nucleic acid level
P07689,P07689|Ca6.4 precursor|Conus caracteristicus|Precursor|conotoxin|I3 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I3 superfamily,,VI/VII,nucleic acid level
P07690,P07690|Ca14.1 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07691,P07691|Ca14.2 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07692,P07692|Ca14.3 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07693,P07693|Ca14.1 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07694,P07694|Ca14.4 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07695,P07695|Ca14.5 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07696,P07696|Ca14.6 precursor|Conus caracteristicus|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07697,P07697|Ca3.3precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07698,P07698|Ca6.12 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07699,P07699|Ca6.13 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07700,P07700|Ca6.6 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07701,P07701|Ca6.7 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07702,P07702|Ca6.8 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07703,P07703|Ca6.9 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07704,P07704|Ca6.10 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07705,P07705|Ca6.11 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07706,P07706|Ca6.11 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07707,P07707|Ca6.11 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07708,P07708|Ca6.10 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07709,P07709|Ca6.16 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07710,P07710|Ca6.17 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07712,P07712|Ca6.19 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07713,P07713|Ca6.20 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07714,P07714|Ca6.21 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07715,P07715|Ca6.22 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07716,P07716|Ca6.23 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07717,P07717|Ca6.24 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07719,P07719|Ca6.25 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07720,P07720|Ca6.26 precursor|Conus caracteristicus|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07721,P07721|Ca6.27 precursor|Conus caracteristicus|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07722,P07722|Ca15.2 precursor|Conus caracteristicus|Precursor|conotoxin|O2 superfamily||XV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,,XV,nucleic acid level
P07724,P07724|Ca-73 precursor|Conus caracteristicus|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P07725,P07725|Ca6.28 precursor|Conus caracteristicus|Precursor|conotoxin|O3 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O3 superfamily,,VI/VII,nucleic acid level
P07726,P07726|Ca6.29 precursor|Conus caracteristicus|Precursor|conotoxin|O3 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O3 superfamily,,VI/VII,nucleic acid level
P07727,P07727|Ca6.30 precursor|Conus caracteristicus|Precursor|conotoxin|O3 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O3 superfamily,,VI/VII,nucleic acid level
P07728,P07728|Ca6.31 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07729,P07729|Ca6.32 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07730,P07730|Ca6.33 precursor|Conus caracteristicus|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,,,VI/VII,nucleic acid level
P07731,P07731|Ca8.1 precursor|Conus caracteristicus|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
P07732,P07732|Ca8.2 precursor|Conus caracteristicus|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
P07733,P07733|Ca5.7 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P07734,P07734|Ca16.1 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||XVI|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,XVI,nucleic acid level
P07735,P07735|Ca5.8 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P07736,P07736|Ca5.9 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P07737,P07737|Ca5.10 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P07738,P07738|Ca5.11 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
