mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P03316,Conus magus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.9232273,6.50701,-3.366939,-1.7503693,0.7017091,1.2595435,
P03317,Conus magus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.623568,6.2157655,-2.7329257,-1.5743607,0.6634447,1.355404,
P03318,Conus virgo,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.804826,7.6260533,-2.193606,-1.7320462,0.4115289,0.7524043,
P03319,Conus virgo,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.897014,8.934403,-0.2666703,-1.5068947,0.8019566,0.85503453,
P03320,Conus lividus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.8794346,8.462592,-1.124205,-1.8472792,0.5753571,0.7449459,
P03321,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,12.360828,3.9497695,5.853461,2.156122,-0.6514067,1.0310311,
P03322,Conus litteratus,Wild type,conotoxin,T superfamily,mu conotoxin,V,protein level,11.030716,1.1343108,5.692856,-0.84302205,-1.4480171,-0.5262593,
P03323,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,11.403654,2.1368375,5.2493515,0.038507007,-1.5700817,0.30369002,
P03324,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,9.665541,7.96975,6.122115,0.55316556,0.17752264,-0.6197056,
P03325,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,9.553927,8.051665,6.2028394,0.35122854,0.20928706,-0.77343214,
P03326,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,12.412316,5.121843,5.916266,2.4429731,-0.45117053,0.662641,
P03327,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,9.546285,8.080442,6.129999,0.47087827,0.22673061,-0.7637516,
P03328,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.916505,1.6314754,5.069332,-0.2921077,-1.6399643,-0.2247693,
P03329,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.884888,1.3649523,5.6285505,-0.37272033,-1.4445475,-0.22591275,
P03330,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.981011,1.1554312,5.7763968,-0.85505897,-1.4261072,-0.43923965,
P03331,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.025234,7.630135,5.6513042,1.316009,0.3010805,-0.16648057,
P03332,Conus litteratus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,9.580552,8.032477,6.169359,0.4571281,0.22767347,-0.79226154,
P03334,Conus litteratus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.890775,7.101342,-0.875527,-0.7309937,0.6166852,0.41329563,
P03335,Conus litteratus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,9.075528,7.340303,-0.7776458,-0.9714802,0.50604445,0.5395126,
P03337,Conus litteratus,Wild type,conotoxin,P superfamily,NA,IX,nucleic acid level,8.252222,5.8115163,-0.048039384,-0.80079466,0.062478106,0.43156254,
P03338,Conus litteratus,Wild type,conotoxin,P superfamily,NA,IX,nucleic acid level,8.233673,5.760662,0.08611416,-0.8016932,0.101522826,0.36893442,
P03339,Conus litteratus,Wild type,conotoxin,P superfamily,NA,IX,nucleic acid level,8.31205,5.897954,-0.019784978,-0.8545184,0.12825109,0.4406675,
P03340,Conus catus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.761278,7.630274,-4.2467904,-1.7937472,0.52283454,0.99810535,
P03341,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.7869425,7.6008544,-4.2738276,-1.7165062,0.34084272,0.85429597,
P03342,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.56972,7.5597997,-4.2864466,-1.7464914,0.3489539,0.82079595,
P03343,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.823417,7.8035913,-4.3138456,-1.881873,0.341634,0.86447114,
P03344,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.645157,7.643762,-4.424134,-1.8699274,0.41725823,0.9187156,
P03345,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.630477,7.53307,-4.220638,-1.6578493,0.38727164,1.0405525,
P03346,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.738353,7.7319727,-4.4254313,-1.9372252,0.42910028,0.8363322,
P03347,Conus striatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.965492,7.3777804,-4.1067734,-1.9021006,0.3924938,0.89741194,
P03348,Conus striatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.724419,7.517696,-4.0174875,-1.9019344,0.18807004,0.9630258,
P03350,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.1006446,6.805228,-3.7735608,-1.7063653,0.80773675,1.1069298,
P03351,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.0504384,6.730762,-3.8252292,-1.6516733,0.80766666,1.060461,
P03352,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.086916,6.8076386,-3.7216966,-1.6491975,0.7488655,1.0724415,
P03353,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.0216556,6.8556886,-3.911738,-1.8088496,0.8085757,1.1096156,
P03354,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.085445,6.7792544,-3.930261,-1.7008669,0.8095286,1.1011235,
P03355,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.098331,6.864516,-3.6660082,-1.7260404,0.7320433,1.123074,
P03356,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.7201962,6.617629,-4.067527,-2.1973279,0.8603149,1.2401284,
P03357,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.7310834,6.5244136,-3.977149,-2.1603532,0.86480474,1.2203376,
P03358,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.1592913,6.8598576,-4.003811,-1.8889179,0.8876105,1.2421764,
P03359,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.0727367,6.746984,-3.9174528,-1.7144643,0.79965216,1.1051618,
P03360,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.7775903,6.71607,-3.980805,-2.0780928,0.8618617,1.1424563,
P03361,Conus striolatus,Wild type,conotoxin,I2 superfamily,NA,XI,nucleic acid level,7.9980826,6.4701123,-1.639788,-1.0087619,0.40761426,0.9170112,
P03362,Conus arenatus,Wild type,conotoxin,NA,NA,V,nucleic acid level,9.613569,8.105037,6.1615467,0.5211221,0.2576044,-0.90151733,
P03363,Conus miles,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.4235754,0.32532382,4.3888917,-1.3190451,-1.2045478,-0.6278146,
P03364,Conus lividus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,8.563392,5.56341,-2.5299385,-1.4236729,0.44463077,1.105321,
P03365,Conus lividus,Wild type,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,10.277365,6.188478,3.1372752,1.1675926,-0.42136154,0.6166545,
P03366,Conus caracteristicus,Wild type,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,10.571761,6.5214853,2.8364522,0.9702025,-0.033254296,0.51619923,
P03367,Conus striatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.023986,7.2920604,-2.5375652,-1.849286,0.43778914,0.69339925,
P03368,Conus betulinus,Wild type,conotoxin,O2 superfamily,NA,XV,nucleic acid level,8.611034,8.857076,-1.0019958,-1.143364,0.5958315,0.7472822,
P03369,Conus emaciatus,Wild type,conotoxin,O2 superfamily,NA,XV,nucleic acid level,8.558336,8.843518,-0.91256225,-1.1743077,0.49447206,0.74491817,
P03370,Conus litteratus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,8.890312,5.53545,-1.9158219,-1.0747706,0.32038143,0.7670835,
P03371,Conus ebraeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.9440274,6.5622287,-3.0727565,-1.6202925,0.7337123,0.81077206,
P03372,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.1691117,6.588419,-2.8026042,-1.3692626,0.9602879,0.946308,
P03373,Conus miliaris,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.735602,6.3009768,-2.2319639,-0.95260155,0.8123343,0.8458663,
P03374,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.2865305,6.818619,-2.6455634,-1.3888701,0.8450835,0.79460573,
P03375,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.750688,5.9466186,-3.2809236,-2.164615,0.8560562,1.1831065,
P03376,Conus miliaris,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.7144394,6.0013866,-3.15438,-2.2784166,0.6867038,1.2693912,
P03377,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.624372,6.5057893,-3.4162948,-2.028243,0.95914996,0.85429895,
P03378,Conus miliaris,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.9797807,5.9243574,-3.30042,-1.9971074,0.8190312,1.3324465,
P03379,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.9519196,5.7626395,-2.9652755,-1.9815801,0.8719986,1.2358733,
P03380,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.429401,7.247291,-2.3464453,-1.3474728,0.7189067,0.6936613,
P03381,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.0418305,6.084322,-3.2310994,-2.1109695,0.69605464,1.1214105,
P03382,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.641492,6.876839,-2.3931499,-1.3753008,0.6052115,0.9520903,
P03383,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.900044,6.6182795,-3.5374262,-1.6037579,0.6565344,1.0598912,
P03384,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.7356772,6.801104,-3.7083483,-1.8928503,0.6699764,1.1366938,
P03385,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.5723495,7.155045,-3.605108,-1.4601892,0.6315555,0.90388185,
P03386,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.642255,5.934979,-3.311851,-2.0217388,0.83142763,1.1310256,
P03387,Conus judaeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.1251783,6.0345197,-3.0901597,-1.7698294,0.7384619,1.2856596,
P03388,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.1297293,6.5679665,-3.3505943,-1.6492958,0.6663112,0.9863942,
P03389,Conus judaeus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.185691,6.6200414,-3.0437157,-1.4952328,0.7716198,0.99453586,
P03390,Conus aristophanes,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.130012,5.8614244,-2.68839,-1.798682,0.9405495,1.263671,
P03391,Conus coronatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.902132,5.8709464,-1.5836409,-0.65680784,0.59356755,1.2490739,
P03392,Conus miliaris,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,9.6504755,7.795064,-0.36262998,-0.4538367,0.40122402,0.6122934,
P03393,Conus textile,Wild type,conotoxin,S superfamily,NA,VIII,nucleic acid level,8.586083,4.4698234,2.0152812,-0.08166695,-0.57344174,0.07966233,
P03394,Conus achatinus,Wild type,conotoxin,S superfamily,NA,VIII,nucleic acid level,8.63474,4.770079,2.2848454,0.24081703,-0.38014174,-0.2850625,
P03395,Conus caracteristicus,Wild type,conotoxin,S superfamily,NA,VIII,nucleic acid level,8.331045,4.298347,1.7673175,0.07598334,-0.5332524,-0.114556685,
P03396,Conus caracteristicus,Wild type,conotoxin,S superfamily,NA,VIII,protein level,8.470536,4.3325014,1.9289469,0.009130735,-0.5565983,-0.14369585,
P03397,Conus caracteristicus,Wild type,conotoxin,S superfamily,NA,VIII,nucleic acid level,8.298107,4.1750126,1.8355588,0.01136266,-0.5592283,-0.1858601,
P03398,Conus pulicarius,Wild type,conotoxin,NA,NA,I,nucleic acid level,6.7958684,1.8863611,4.64971,-0.83729947,-0.8512888,-0.7293582,
P03399,Conus pulicarius,Wild type,conotoxin,NA,NA,I,nucleic acid level,6.7499523,1.7953521,4.5098,-0.9264351,-0.98940647,-0.71657455,
P03532,Conus purpurascens,Wild type,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.788573,7.2936797,4.4100475,2.0025308,0.42034316,0.75066996,
P03534,Conus ermineus,Wild type,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.70288,6.983734,4.269005,2.1272075,0.33410028,0.79968023,
P03550,Conus imperialis,Wild type,conotoxin,M superfamily,NA,VI/VII,Unknown,9.759286,6.0044665,2.8487184,1.092113,-0.23023789,0.7055472,
P03535,Conus parius,Wild type,conantokin,NA,NA,NA,protein level,13.713481,8.489905,5.7235746,1.8949715,0.18743406,-0.57345873,
P03536,Conus parius,Wild type,conantokin,NA,NA,NA,protein level,13.235655,8.482039,5.851765,1.4864163,0.33374122,-0.3435823,
P03537,Conus parius,Wild type,conantokin,NA,NA,NA,protein level,13.074861,8.194007,5.795136,2.1570501,0.12716144,0.09748886,
P03538,Conus spurius,Wild type,conorfamide,NA,NA,NA,protein level,14.236499,7.4388986,6.176896,2.0968556,-0.19004512,0.094929926,
P03540,Conus striatus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,7.517383,5.856239,-2.204625,-1.7153649,0.7325896,1.3956876,
P03542,Conus striatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.598525,7.042985,-2.2156446,-0.9283595,0.85142213,0.5948004,
P03544,Conus striatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,9.037621,7.733869,-3.4195728,-1.4037769,0.36143285,1.019031,
P03546,Conus striatus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,9.407232,6.750723,-0.8924234,-0.81856763,0.061272565,0.8020093,
P03547,Conus striatus,Wild type,conotoxin,NA,NA,IV,nucleic acid level,9.729016,4.762934,5.44914,0.9992819,-0.7004418,-0.14165561,
P03549,Conus striatus,Wild type,contryphan,O2 superfamily,NA,NA,protein level,13.761427,2.296263,5.522075,0.82297397,-1.0371644,-0.049905356,
P03551,Conus striatus,Wild type,contryphan,NA,NA,NA,protein level,13.689855,2.368282,5.5976934,0.82297397,-1.0371644,-0.049905356,
P03552,Conus imperialis,Wild type,unclassified,NA,NA,NA,protein level,13.186759,4.301969,5.8048,2.2655702,-0.5694324,0.60410255,
P03556,Conus tulipa,Wild type,conopressin,NA,NA,NA,protein level,12.611826,4.2012544,6.2256975,2.0863361,-0.39647168,0.62555724,
P03584,Conus striolatus,Wild type,conotoxin,M superfamily,mu conotoxin,III,nucleic acid level,9.585298,1.6210846,2.9706206,-0.6559868,-1.2030773,-0.33938375,
P03585,Conus striolatus,Wild type,conotoxin,M superfamily,mu conotoxin,III,nucleic acid level,9.599345,1.5953075,3.011309,-0.4835842,-1.1389523,-0.3767565,
P03586,Conus capitaneus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.538292,8.287995,7.7027164,0.8583339,0.30422768,-0.7748955,
P03587,Conus capitaneus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,10.2732,4.3677735,3.0381825,0.92698735,-0.53257287,0.32297885,
P03588,Conus capitaneus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.792437,10.031935,4.3151217,0.5414863,0.40057474,-1.0260507,
P03589,Conus capitaneus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,12.030158,4.9949136,4.3778057,1.8943366,-0.44842762,1.1712428,
P03590,Conus capitaneus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.94467,10.259561,4.1717095,0.5876761,0.38611323,-1.0254736,
P03591,Conus capitaneus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,11.994077,4.978009,4.488418,1.9014578,-0.3934378,0.99241674,
P03592,Conus capitaneus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.691756,8.29594,7.803759,0.85629296,0.2856626,-0.68345314,
P03593,Conus capitaneus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.728506,4.7421126,3.2734344,1.0086489,-0.44196165,0.33327687,
P03594,Conus capitaneus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.71962,9.887224,4.212343,0.5221484,0.39379016,-1.0773046,
P03595,Conus capitaneus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,12.299881,5.1729465,4.4252386,2.3682826,-0.1509331,1.5763879,
P03596,Conus mustelinus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.676918,9.575853,4.292911,0.64953625,0.40410405,-0.8513389,
P03597,Conus mustelinus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.295856,4.5151496,2.908797,0.44829336,-0.56731236,-0.06812559,
P03598,Conus mustelinus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.574547,9.656599,4.1774435,0.5117591,0.38200608,-0.98344564,
P03599,Conus mustelinus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.096414,4.6333404,2.991144,0.2559204,-0.5242799,-0.2497611,
P03600,Conus mustelinus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.886731,10.07234,4.201459,0.5397646,0.37423587,-1.0440283,
P03601,Conus mustelinus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.178823,4.56629,3.138102,0.49503556,-0.47875872,-0.11466765,
P03602,Conus mustelinus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.997577,9.797432,3.938706,0.6138542,0.30420285,-0.9816786,
P03603,Conus mustelinus,Wild type,conotoxin,D superfamily,NA,XX,protein level,9.26407,4.624953,3.1930685,0.7373243,-0.43219995,-0.03273422,
P03604,Conus mustelinus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.054323,10.051394,4.1677184,0.60299146,0.36418316,-1.0614034,
P03605,Conus mustelinus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.670566,4.7137527,3.0423224,0.8759063,-0.4830421,0.15702824,
P03606,Conus miles,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.482129,8.469026,7.878852,0.72178704,0.35811013,-0.92149955,
P03607,Conus miles,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.8134,4.3717246,2.7290914,0.57889605,-0.57996196,0.20006195,
P03608,Conus miles,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.53508,8.424995,7.6981325,0.7431634,0.36458027,-0.95546556,
P03609,Conus miles,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,10.061881,4.221262,2.8198993,0.7032242,-0.5812235,0.3071652,
P03610,Conus miles,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.626634,8.310903,7.884386,0.8222363,0.29413557,-0.8262616,
P03611,Conus miles,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,10.300878,4.296747,3.0372717,0.92231095,-0.64510375,0.52033734,
P03612,Conus miles,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.584991,8.287049,7.6708984,0.8583339,0.30422768,-0.7748955,
P03613,Conus miles,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.892328,4.3206534,2.8357353,0.6484892,-0.5928565,0.19977495,
P03614,Conus rattus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.703021,9.708428,4.447891,0.6758638,0.41524613,-0.94355506,
P03615,Conus rattus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,10.260254,4.4740844,3.1191506,1.0773236,-0.6404335,0.587344,
P03616,Conus rattus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.622375,9.700303,4.37966,0.63934636,0.41270694,-0.94481,
P03617,Conus rattus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,10.270301,4.4111094,3.1289349,1.0833035,-0.65886444,0.6155103,
P03618,Conus vitulinus,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.130554,9.932637,4.135697,0.59266514,0.42153147,-1.0248746,
P03619,Conus vitulinus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,9.140096,4.763122,3.3353405,0.5803734,-0.3890097,-0.23176199,
P03622,Conus vitulinus,Wild type,conomap,NA,NA,NA,protein level,13.498869,4.3956895,6.818553,2.0816839,-0.04754198,0.16260658,
P03623,Conus bullatus,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,9.927618,1.8415718,3.3159149,0.29221207,-1.144192,0.034705505,
P03625,Conus bullatus,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,9.782727,1.7766682,3.3054526,0.07818217,-1.2398808,0.102447174,
P03628,Conus bullatus,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,9.77988,1.7586519,3.3490443,0.119123854,-1.204043,-0.0019741866,
P03629,Conus delessertii,Wild type,conotoxin,NA,NA,VI/VII,protein level,11.596304,7.431598,-3.250423,-1.9337574,0.6741568,1.0187668,
P03630,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.580339,8.368767,7.697172,0.8583339,0.30422768,-0.7748955,
P03638,Conus monachus,Wild type,conotoxin,NA,NA,I,nucleic acid level,8.790471,0.041103717,2.0225952,-1.6906276,-1.3725461,-0.4885344,
P03640,Conus magus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,7.841172,6.005591,-2.4357774,-1.6119485,0.57593125,1.1946775,
P03641,Conus sulcatus,Wild type,conantokin,B1 superfamily,NA,NA,nucleic acid level,13.029108,8.475435,5.5766096,1.5924141,0.37902442,-0.066694014,
